,timestamp
58,2020-07-24 15:00:59.260916
59,2020-07-24 15:00:59.293396
60,2020-07-24 15:00:59.326143
61,2020-07-24 15:00:59.357162
62,2020-07-24 15:00:59.389093
63,2020-07-24 15:00:59.422024
64,2020-07-24 15:00:59.453740
65,2020-07-24 15:00:59.484825
66,2020-07-24 15:00:59.517004
67,2020-07-24 15:00:59.549082
68,2020-07-24 15:00:59.582345
69,2020-07-24 15:00:59.629529
70,2020-07-24 15:00:59.662516
71,2020-07-24 15:00:59.694332
72,2020-07-24 15:00:59.726005
73,2020-07-24 15:00:59.757389
74,2020-07-24 15:00:59.789513
75,2020-07-24 15:00:59.821789
76,2020-07-24 15:00:59.854725
77,2020-07-24 15:00:59.885695
78,2020-07-24 15:00:59.917995
79,2020-07-24 15:00:59.949637
80,2020-07-24 15:00:59.982431
81,2020-07-24 15:01:00.014180
82,2020-07-24 15:01:00.046325
83,2020-07-24 15:01:00.094269
84,2020-07-24 15:01:00.126414
85,2020-07-24 15:01:00.157149
86,2020-07-24 15:01:00.190446
87,2020-07-24 15:01:00.221455
88,2020-07-24 15:01:00.253627
89,2020-07-24 15:01:00.285320
90,2020-07-24 15:01:00.317733
91,2020-07-24 15:01:00.349947
92,2020-07-24 15:01:00.382501
93,2020-07-24 15:01:00.413180
94,2020-07-24 15:01:00.445413
95,2020-07-24 15:01:00.478371
96,2020-07-24 15:01:00.557513
97,2020-07-24 15:01:00.590016
98,2020-07-24 15:01:00.603904
99,2020-07-24 15:01:00.621365
100,2020-07-24 15:01:00.653634
101,2020-07-24 15:01:00.685484
102,2020-07-24 15:01:00.719197
103,2020-07-24 15:01:00.749756
104,2020-07-24 15:01:00.782302
105,2020-07-24 15:01:00.814089
106,2020-07-24 15:01:00.845410
107,2020-07-24 15:01:00.878602
108,2020-07-24 15:01:00.941484
109,2020-07-24 15:01:00.973304
110,2020-07-24 15:01:01.022525
111,2020-07-24 15:01:01.054369
112,2020-07-24 15:01:01.068649
113,2020-07-24 15:01:01.085886
114,2020-07-24 15:01:01.117673
115,2020-07-24 15:01:01.149233
116,2020-07-24 15:01:01.181276
117,2020-07-24 15:01:01.213554
118,2020-07-24 15:01:01.244940
119,2020-07-24 15:01:01.276978
120,2020-07-24 15:01:01.340835
121,2020-07-24 15:01:01.374024
122,2020-07-24 15:01:01.405233
123,2020-07-24 15:01:01.436963
124,2020-07-24 15:01:01.485356
125,2020-07-24 15:01:01.517247
126,2020-07-24 15:01:01.532918
127,2020-07-24 15:01:01.548875
128,2020-07-24 15:01:01.581089
129,2020-07-24 15:01:01.614067
130,2020-07-24 15:01:01.644789
131,2020-07-24 15:01:01.676837
132,2020-07-24 15:01:01.738565
133,2020-07-24 15:01:01.773771
134,2020-07-24 15:01:01.804985
135,2020-07-24 15:01:01.837873
136,2020-07-24 15:01:01.868840
137,2020-07-24 15:01:01.900777
138,2020-07-24 15:01:01.949993
139,2020-07-24 15:01:01.981773
140,2020-07-24 15:01:01.996503
141,2020-07-24 15:01:02.016859
142,2020-07-24 15:01:02.044817
143,2020-07-24 15:01:02.077048
144,2020-07-24 15:01:02.140896
145,2020-07-24 15:01:02.172746
146,2020-07-24 15:01:02.206041
147,2020-07-24 15:01:02.236950
148,2020-07-24 15:01:02.269136
149,2020-07-24 15:01:02.300936
150,2020-07-24 15:01:02.332912
151,2020-07-24 15:01:02.365048
152,2020-07-24 15:01:02.413796
153,2020-07-24 15:01:02.445863
154,2020-07-24 15:01:02.460773
155,2020-07-24 15:01:02.477846
156,2020-07-24 15:01:02.541085
157,2020-07-24 15:01:02.572892
158,2020-07-24 15:01:02.606191
159,2020-07-24 15:01:02.638370
160,2020-07-24 15:01:02.670653
161,2020-07-24 15:01:02.702220
162,2020-07-24 15:01:02.734212
163,2020-07-24 15:01:02.765346
164,2020-07-24 15:01:02.797741
165,2020-07-24 15:01:02.829103
166,2020-07-24 15:01:02.877948
167,2020-07-24 15:01:02.910278
168,2020-07-24 15:01:02.941984
169,2020-07-24 15:01:02.973096
170,2020-07-24 15:01:03.005681
171,2020-07-24 15:01:03.037398
172,2020-07-24 15:01:03.069206
173,2020-07-24 15:01:03.101542
174,2020-07-24 15:01:03.133301
175,2020-07-24 15:01:03.165964
176,2020-07-24 15:01:03.197575
177,2020-07-24 15:01:03.229264
178,2020-07-24 15:01:03.261598
179,2020-07-24 15:01:03.293719
